wordnet_id,Unnamed: 0,subset,core_synset,core_lemma,hypernym_synsets,cohyponym_synsets,wikimedia_images,image_filename,definition,model_a,model_b,assessor_vitya
47009060,2072,appendix_llama,pie.n.01,candy,['pastry.n.02'],"['baklava.n.01', 'dowdy.n.02', 'frangipane.n.01', 'french_pastry.n.01', 'patty_shell.n.01', 'pie_crust.n.01', 'profiterole.n.01', 'puff.n.02', 'rugulah.n.01', 'sausage_roll.n.01', 'streusel.n.01', 'strudel.n.01', 'tart.n.03', 'timbale.n.02', 'toad-in-the-hole.n.01', 'vol-au-vent.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Ambigram_Candy_icon_-_pink_animated.gif/600px-Ambigram_Candy_icon_-_pink_animated.gif?20210613003659', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Ambigram_Candy_icon_-_pink_vector.svg/800px-Ambigram_Candy_icon_-_pink_vector.svg.png?20221009145151', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Candy_6577.jpg/800px-Candy_6577.jpg?20100119114118', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Candy_in_Damascus.jpg/800px-Candy_in_Damascus.jpg?20101110225859', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Candy_6.jpg/800px-Candy_6.jpg?20220521063958']",Ambigram Candy icon - pink animated.gif,"a sweet food made primarily from sugar and often flavored or combined with fruits, nuts, or chocolate.",black-forest-labs_FLUX.1-dev,retrieval,0
57729980,2081,appendix_llama,pie.n.01,candy,['pastry.n.02'],"['baklava.n.01', 'dowdy.n.02', 'frangipane.n.01', 'french_pastry.n.01', 'patty_shell.n.01', 'pie_crust.n.01', 'profiterole.n.01', 'puff.n.02', 'rugulah.n.01', 'sausage_roll.n.01', 'streusel.n.01', 'strudel.n.01', 'tart.n.03', 'timbale.n.02', 'toad-in-the-hole.n.01', 'vol-au-vent.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Ambigram_Candy_icon_-_pink_animated.gif/600px-Ambigram_Candy_icon_-_pink_animated.gif?20210613003659', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Ambigram_Candy_icon_-_pink_vector.svg/800px-Ambigram_Candy_icon_-_pink_vector.svg.png?20221009145151', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Candy_6577.jpg/800px-Candy_6577.jpg?20100119114118', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Candy_in_Damascus.jpg/800px-Candy_in_Damascus.jpg?20101110225859', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Candy_6.jpg/800px-Candy_6.jpg?20220521063958']",Ambigram Candy icon - pink animated.gif,"a type of sweet confection, usually made from sugar and often combined with fruit, chocolate, or nuts.",black-forest-labs_FLUX.1-dev,stabilityai_stable-diffusion-3-medium-diffusers,0
53205877,2093,appendix_llama,makeup.n.01,candy,['cosmetic.n.01'],"['depilatory.n.02', 'highlighter.n.01', 'nail_polish.n.01', 'pencil.n.04']","['https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Ambigram_Candy_icon_-_pink_animated.gif/600px-Ambigram_Candy_icon_-_pink_animated.gif?20210613003659', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Ambigram_Candy_icon_-_pink_vector.svg/800px-Ambigram_Candy_icon_-_pink_vector.svg.png?20221009145151', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Candy_6577.jpg/800px-Candy_6577.jpg?20100119114118', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Candy_in_Damascus.jpg/800px-Candy_in_Damascus.jpg?20101110225859', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Candy_6.jpg/800px-Candy_6.jpg?20220521063958']",Ambigram Candy icon - pink animated.gif,"a sweet food made primarily from sugar, often combined with fruit, chocolate, or nuts, and typically enjoyed as a treat or dessert.",kandinsky-community_kandinsky-3,black-forest-labs_FLUX.1-dev,0
91368083,2098,appendix_llama,makeup.n.01,ball,['cosmetic.n.01'],"['depilatory.n.02', 'highlighter.n.01', 'nail_polish.n.01', 'pencil.n.04']","['https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Daniel_Sou%C4%8Dek_U21_Czech_Republic_vs_Greece_10-10-2019.jpg/800px-Daniel_Sou%C4%8Dek_U21_Czech_Republic_vs_Greece_10-10-2019.jpg?20200316105321', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Ball%2C_%E0%B4%AA%E0%B4%A8%E0%B5%8D%E0%B4%A4%E0%B5%8D.JPG/800px-Ball%2C_%E0%B4%AA%E0%B4%A8%E0%B5%8D%E0%B4%A4%E0%B5%8D.JPG?20120408111839', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Playing_in_the_Nuba_mountains.jpg/800px-Playing_in_the_Nuba_mountains.jpg?20190203093537', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/U20-WorldCup2007-Okotie-Onka.JPG/800px-U20-WorldCup2007-Okotie-Onka.JPG?20071030061922', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/CZE_vs_FRA_%2801%29_-_2010_European_Men%27s_Handball_Championship.jpg/800px-CZE_vs_FRA_%2801%29_-_2010_European_Men%27s_Handball_Championship.jpg?20100121000306']",Daniel Souček U21 Czech Republic vs Greece 10-10-2019.jpg,"a formal social gathering for dancing and entertainment, often held in a large room or hall.",runwayml_stable-diffusion-v1-5,black-forest-labs_FLUX.1-dev,1
75401852,2121,appendix_llama,movie.n.01,dimension,"['product.n.02', 'show.n.03']","['book.n.02', 'book.n.11', 'by-product.n.02', 'deliverable.n.01', 'end_product.n.01', 'inspiration.n.02', 'job.n.04', 'magazine.n.02', 'newspaper.n.03', 'output.n.05', 'turnery.n.02', 'work.n.02', 'yield.n.03', 'attraction.n.02', 'broadcast.n.02', 'burlesque.n.01', 'galanty_show.n.01', 'movie.n.01', 'performance.n.01', 'play.n.02', 'puppet_show.n.01', 'stage_dancing.n.01', 'variety_show.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Dimension_levels.svg/385px-Dimension_levels.svg.png?20220205142513', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Squarecubetesseract.png/800px-Squarecubetesseract.png?20080310142852', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Spacetime_dimensionality.svg/295px-Spacetime_dimensionality.svg.png?20130512020303', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/Nueva_dimensi%C3%B3n_por_Anaya.jpg?20201120231622', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/2019_Tour_of_Slovenia_%28Team_Dimension_Data%29.jpg/784px-2019_Tour_of_Slovenia_%28Team_Dimension_Data%29.jpg?20190620103459']",Dimension levels.svg,"a measureable extent of some kind, such as length, breadth, depth, or height.",black-forest-labs_FLUX.1-dev,stabilityai_stable-diffusion-xl-base-1.0,0
45869475,2122,appendix_llama,game.n.01,child,['activity.n.01'],"['acting.n.01', 'aid.n.02', 'attempt.n.01', 'behavior.n.01', 'behavior.n.04', 'burst.n.03', 'buzz.n.02', 'calibration.n.01', 'ceremony.n.02', 'ceremony.n.03', 'concealment.n.03', 'continuance.n.01', 'control.n.05', 'creation.n.01', 'cup_of_tea.n.01', 'demand.n.04', 'dismantling.n.01', 'diversion.n.01', 'domesticity.n.02', 'education.n.01', 'energizing.n.01', 'enjoyment.n.02', 'follow-up.n.02', 'fun.n.03', 'grouping.n.02', 'lamentation.n.02', 'last.n.03', 'laughter.n.02', 'leadership.n.01', 'liveliness.n.01', 'market.n.01', 'measurement.n.01', 'music.n.03', 'mystification.n.03', 'negotiation.n.02', 'occupation.n.01', 'occupation.n.03', 'operation.n.03', 'operation.n.05', 'operation.n.11', 'organization.n.06', 'perturbation.n.03', 'placement.n.03', 'pleasure.n.04', 'politics.n.05', 'practice.n.01', 'precession.n.02', 'preparation.n.01', 'procedure.n.01', 'protection.n.01', 'provision.n.02', 'puncture.n.03', 'release.n.09', 'representation.n.10', 'role.n.04', 'search.n.01', 'sensory_activity.n.01', 'service.n.11', 'sin.n.06', 'solo.n.01', 'space_walk.n.01', 'support.n.01', 'support.n.08', 'timekeeping.n.01', 'training.n.01', 'turn.n.03', 'use.n.01', 'variation.n.02', 'verbalization.n.02', 'waste.n.02', 'work.n.01', 'works.n.03', 'worship.n.01', 'writing.n.05', 'wrongdoing.n.02']","['https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Child_laborer.jpg/800px-Child_laborer.jpg?20090215113412', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Child_with_Smallpox_Bangladesh.jpg/393px-Child_with_Smallpox_Bangladesh.jpg?20090615013351', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Little_girl_of_Don_Som.jpg/800px-Little_girl_of_Don_Som.jpg?20210527200412', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Ethiopia_Banna_tribe_kids.jpg/800px-Ethiopia_Banna_tribe_kids.jpg?20220216100652', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Madonna_with_child_and_angels.jpg/744px-Madonna_with_child_and_angels.jpg?20141108210626']",Child laborer.jpg,A young human being below the age of puberty or below the legal age of majority.,PixArt-alpha_PixArt-Sigma-XL-2-512-MS,black-forest-labs_FLUX.1-dev,1
77132310,2142,appendix_llama,garment.n.01,lower garment,['clothing.n.01'],"['accessory.n.01', 'apparel.n.01', 'array.n.03', 'attire.n.01', 'beachwear.n.01', 'black.n.07', 'blue.n.02', 'change.n.07', 'civilian_clothing.n.01', 'drag.n.04', 'footwear.n.01', 'grey.n.06', 'handwear.n.01', 'headdress.n.01', 'knitwear.n.01', 'leisure_wear.n.01', 'loungewear.n.01', ""man's_clothing.n.01"", 'neckpiece.n.01', 'nightwear.n.01', 'outerwear.n.01', 'protective_garment.n.01', 'ready-to-wear.n.01', 'slip-on.n.01', 'slops.n.02', 'street_clothes.n.01', 'tailor-made.n.01', 'togs.n.01', 'uniform.n.01', 'vestiture.n.01', ""woman's_clothing.n.01"", 'work-clothing.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Kopfloser_B%C3%B6hringer.JPG/401px-Kopfloser_B%C3%B6hringer.JPG?20101104153458', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/JASDF_Type_00_Personal_protection_equipment%28Lower_garment%29_in_Komaki_Air_Base_20130223.JPG/339px-JASDF_Type_00_Personal_protection_equipment%28Lower_garment%29_in_Komaki_Air_Base_20130223.JPG?20140315124347', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Traditional_worker_with_coconut_rope_%28edited%29.jpg/393px-Traditional_worker_with_coconut_rope_%28edited%29.jpg?20230712210019', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Central_Andes%2C_North_Coast%2C_Chimu_or_Lambayeque_%28Sican%29_People_-_Lower_Border_of_a_Garment_-_1954.68_-_Cleveland_Museum_of_Art.tif/lossy-page1-800px-Central_Andes%2C_North_Coast%2C_Chimu_or_Lambayeque_%28Sican%29_People_-_Lower_Border_of_a_Garment_-_1954.68_-_Cleveland_Museum_of_Art.tif.jpg?20190415145453', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Garment_design_%28LOC%29.jpg/800px-Garment_design_%28LOC%29.jpg?20230605095024']",Kopfloser Böhringer.JPG,"Covers the body from the waist to the ankles or knees, typically including pants, skirts, and shorts.",black-forest-labs_FLUX.1-dev,stabilityai_stable-diffusion-3-medium-diffusers,0
14938382,2145,appendix_llama,trouser.n.01,cotton fabric,['garment.n.01'],"['breechcloth.n.01', 'burqa.n.01', 'camlet.n.01', 'diaper.n.01', 'fur.n.03', 'gown.n.04', 'haik.n.01', 'hand-me-down.n.01', 'head_covering.n.01', 'hose.n.02', 'ironing.n.01', 'jump_suit.n.01', 'kanzu.n.01', 'laundry.n.01', 'legging.n.01', 'leotard.n.01', 'mending.n.01', 'motley.n.02', 'neckwear.n.01', 'overgarment.n.01', 'peplos.n.01', 'raglan.n.01', 'reversible.n.01', 'robe.n.01', 'romper.n.02', 'sackcloth.n.01', 'scapular.n.02', 'scarf.n.01', 'sealskin.n.02', 'separate.n.02', 'shirt.n.01', 'silks.n.01', 'skirt.n.02', 'stomacher.n.01', 'straitjacket.n.02', 'suit.n.01', 'sunsuit.n.01', 'swaddling_clothes.n.01', 'sweat_suit.n.01', 'sweater.n.01', 'swimsuit.n.01', 'trouser.n.02', 'undergarment.n.01', 'vest.n.01', 'weeds.n.01', 'wet_suit.n.01', 'wraparound.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Cotton_harvest_in_Xinjiang.jpg/800px-Cotton_harvest_in_Xinjiang.jpg?20230216095511', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Cotton_boll_nearly_ready_for_harvest.jpg/800px-Cotton_boll_nearly_ready_for_harvest.jpg?20141129163141', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Cotton_Processing_for_Fabric_making.jpg?20120716073638', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Cotton-hemp-600x600.jpg?20120312070947', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Patchwork_madras_fabric%2C_made_from_Indian_cotton_madras_plaid.jpg/800px-Patchwork_madras_fabric%2C_made_from_Indian_cotton_madras_plaid.jpg?20191212071832']",Cotton harvest in Xinjiang.jpg,"a soft, natural textile made from the fibers of the cotton plant, used widely in clothing and household linens.",stabilityai_sdxl-turbo,black-forest-labs_FLUX.1-dev,1
86911328,2157,appendix_llama,trouser.n.01,loose-fitting trousers,['garment.n.01'],"['breechcloth.n.01', 'burqa.n.01', 'camlet.n.01', 'diaper.n.01', 'fur.n.03', 'gown.n.04', 'haik.n.01', 'hand-me-down.n.01', 'head_covering.n.01', 'hose.n.02', 'ironing.n.01', 'jump_suit.n.01', 'kanzu.n.01', 'laundry.n.01', 'legging.n.01', 'leotard.n.01', 'mending.n.01', 'motley.n.02', 'neckwear.n.01', 'overgarment.n.01', 'peplos.n.01', 'raglan.n.01', 'reversible.n.01', 'robe.n.01', 'romper.n.02', 'sackcloth.n.01', 'scapular.n.02', 'scarf.n.01', 'sealskin.n.02', 'separate.n.02', 'shirt.n.01', 'silks.n.01', 'skirt.n.02', 'stomacher.n.01', 'straitjacket.n.02', 'suit.n.01', 'sunsuit.n.01', 'swaddling_clothes.n.01', 'sweat_suit.n.01', 'sweater.n.01', 'swimsuit.n.01', 'trouser.n.02', 'undergarment.n.01', 'vest.n.01', 'weeds.n.01', 'wet_suit.n.01', 'wraparound.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Track_suit_trousers.tif/lossy-page1-428px-Track_suit_trousers.tif.jpg?20160209152132', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Post-Medieval_Toy_Figurine_%28FindID_744694%29.jpg/800px-Post-Medieval_Toy_Figurine_%28FindID_744694%29.jpg?20190219122113', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Post-Medieval_Brooch_%28FindID_615883%29.jpg/800px-Post-Medieval_Brooch_%28FindID_615883%29.jpg?20170123093242', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Medieval_%2C_Seal_matrix_%28FindID_210891%29.jpg/759px-Medieval_%2C_Seal_matrix_%28FindID_210891%29.jpg?20170201231946', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/A_Youthful_Musician%2C_Persia%2C_Safavid%2C_Isfahan_or_Khurasan%2C_late_16th_century.jpg/361px-A_Youthful_Musician%2C_Persia%2C_Safavid%2C_Isfahan_or_Khurasan%2C_late_16th_century.jpg?20210405010600']",Track suit trousers.tif,"Garments designed to be worn around the legs, providing ample space and comfort without hugging the body tightly.",black-forest-labs_FLUX.1-dev,runwayml_stable-diffusion-v1-5,0
55457672,2159,appendix_llama,trouser.n.01,pant,['garment.n.01'],"['breechcloth.n.01', 'burqa.n.01', 'camlet.n.01', 'diaper.n.01', 'fur.n.03', 'gown.n.04', 'haik.n.01', 'hand-me-down.n.01', 'head_covering.n.01', 'hose.n.02', 'ironing.n.01', 'jump_suit.n.01', 'kanzu.n.01', 'laundry.n.01', 'legging.n.01', 'leotard.n.01', 'mending.n.01', 'motley.n.02', 'neckwear.n.01', 'overgarment.n.01', 'peplos.n.01', 'raglan.n.01', 'reversible.n.01', 'robe.n.01', 'romper.n.02', 'sackcloth.n.01', 'scapular.n.02', 'scarf.n.01', 'sealskin.n.02', 'separate.n.02', 'shirt.n.01', 'silks.n.01', 'skirt.n.02', 'stomacher.n.01', 'straitjacket.n.02', 'suit.n.01', 'sunsuit.n.01', 'swaddling_clothes.n.01', 'sweat_suit.n.01', 'sweater.n.01', 'swimsuit.n.01', 'trouser.n.02', 'undergarment.n.01', 'vest.n.01', 'weeds.n.01', 'wet_suit.n.01', 'wraparound.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Trousers-colourisolated.jpg/483px-Trousers-colourisolated.jpg?20101213074052', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Trousers_%28drawing%29.jpg/429px-Trousers_%28drawing%29.jpg?20160224090406', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Menambang_Belerang.jpg/800px-Menambang_Belerang.jpg?20170621063605', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Broek_en_jas_van_uniform_ROTEB%2C_objectnr_62773-B-C%282%29.JPG/401px-Broek_en_jas_van_uniform_ROTEB%2C_objectnr_62773-B-C%282%29.JPG?20200416121535', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Z%C3%BCrich_%28Schweiz%29%2C_W%C3%A4scheleinen_--_2011_--_1397.jpg/799px-Z%C3%BCrich_%28Schweiz%29%2C_W%C3%A4scheleinen_--_2011_--_1397.jpg?20230415071834']",Trousers-colourisolated.jpg,"a rapid breathing often associated with excitement, exertion, or anxiety.",stabilityai_sdxl-turbo,black-forest-labs_FLUX.1-dev,3
91199885,2172,predict_hypernym_llama,solid.n.01,glass,['matter.n.03'],"['antimatter.n.01', 'dark_matter.n.01', 'emanation.n.01', 'fluid.n.02', 'glop.n.01', 'residue.n.01', 'sediment.n.01', 'sludge.n.02', 'solute.n.01', 'substance.n.01', 'substance.n.07', 'system.n.03', 'vegetable_matter.n.01', 'ylem.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Colorful_bottle.jpg/800px-Colorful_bottle.jpg?20050705092031', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Glass_Beach_Fort_Bragg_2.jpg/800px-Glass_Beach_Fort_Bragg_2.jpg?20080325185421', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Fassade_Wilhelmstrasse_65%2C_Berlin-Mitte%2C_160417%2C_ako.jpg/800px-Fassade_Wilhelmstrasse_65%2C_Berlin-Mitte%2C_160417%2C_ako.jpg?20160419050516', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Life_Saint-Austremoine_Issoire_bottom_n2.jpg/611px-Life_Saint-Austremoine_Issoire_bottom_n2.jpg?20061208095211', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Sunlight_on_the_curved_honeycomb_glass_fa%C3%A7ade_of_the_hotel_Andaz_mixed_with_interior_lighting_at_sunset_in_Singapore.jpg/750px-Sunlight_on_the_curved_honeycomb_glass_fa%C3%A7ade_of_the_hotel_Andaz_mixed_with_interior_lighting_at_sunset_in_Singapore.jpg?20181221020957']",Colorful bottle.jpg,"Glass is a hard, brittle substance, typically transparent or translucent, made by fusing sand with soda and lime and cooling rapidly.",prompthero_openjourney,black-forest-labs_FLUX.1-dev,1
50262859,2175,predict_hypernym_llama,laborer.n.01,miner,['workman.n.01'],"['blaster.n.01', 'excavator.n.01', 'fuller.n.03', 'gas_fitter.n.01', 'guest_worker.n.01', 'heaver.n.02', 'lacer.n.01', 'lather.n.03', 'luddite.n.02', 'mill-hand.n.01', 'mover.n.01', 'packer.n.01', 'paster.n.01', 'rat-catcher.n.01', 'roadman.n.02', 'roundsman.n.01', 'scratcher.n.01', 'shearer.n.02', 'sponger.n.01', 'stamper.n.01', 'utility_man.n.02', 'warehouser.n.01', 'wetter.n.02']","['https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Menambang_Belerang.jpg/800px-Menambang_Belerang.jpg?20170621063605', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Zheltuga_miners_4.jpg?20210413022641', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Zheltuga_miners.jpg?20210413022634', 'https://upload.wikimedia.org/wikipedia/commons/8/89/Zheltuga_miners_2.jpg?20210413022635', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Miners_gathering_in_Zheltuga.jpg?20210413022635']",Menambang Belerang.jpg,A person who works in a mine extracting minerals or other geological materials from the earth.,runwayml_stable-diffusion-v1-5,black-forest-labs_FLUX.1-dev,1
31398311,2181,predict_hypernym_llama,discipline.n.01,engineering,['knowledge_domain.n.01'],"['region.n.05', 'scientific_knowledge.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/PIA19664-MarsInSightLander-Assembly-20150430.jpg/800px-PIA19664-MarsInSightLander-Assembly-20150430.jpg?20150527205733', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Systems_engineering_application_projects_collage.jpg/600px-Systems_engineering_application_projects_collage.jpg?20070608212929', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Multimedia_Engineering.jpg?20210815181149', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/B.Tech._Mechanical_Engineering.jpg?20230724071741', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Best_Engineering_College_in_Dehradun.jpg/800px-Best_Engineering_College_in_Dehradun.jpg?20200303075732']",PIA19664-MarsInSightLander-Assembly-20150430.jpg,"a branch of science and technology concerned with the design, building, and use of engines, machines, and structures.",kandinsky-community_kandinsky-3,black-forest-labs_FLUX.1-dev,0
33431670,2192,leafs_and_no_leafs_llama,trope.n.01,irony,['rhetorical_device.n.01'],"['anacoluthia.n.01', 'anastrophe.n.01', 'antinomasia.n.01', 'antiphrasis.n.01', 'antithesis.n.02', 'apophasis.n.01', 'aposiopesis.n.01', 'apostrophe.n.01', 'asyndeton.n.01', 'catachresis.n.01', 'chiasmus.n.01', 'climax.n.05', 'conversion.n.07', 'ecphonesis.n.01', 'emphasis.n.03', 'enallage.n.01', 'epanorthosis.n.01', 'epiplexis.n.01', 'hendiadys.n.01', 'hypallage.n.01', 'hyperbaton.n.01', 'hypozeugma.n.01', 'hypozeuxis.n.01', 'hysteron_proteron.n.01', 'litotes.n.01', 'onomatopoeia.n.01', 'paralepsis.n.01', 'paregmenon.n.01', 'polysyndeton.n.01', 'prolepsis.n.01', 'repetition.n.03', 'wellerism.n.01']","['https://upload.wikimedia.org/wikipedia/commons/b/b5/Situational_irony_-_Baker_Street_tube_station.jpg?20210203125131', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Irony_%28Teufelsberg_2017_03_%28tsca%29%29.jpg/800px-Irony_%28Teufelsberg_2017_03_%28tsca%29%29.jpg?20210124182752', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Achtung_Hund_2.jpg/800px-Achtung_Hund_2.jpg?20240325213432', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Define_Irony_%287821082446%29.jpg/400px-Define_Irony_%287821082446%29.jpg?20131110084422', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Socrate_du_Louvre.jpg/450px-Socrate_du_Louvre.jpg?20201119215124']",Situational irony - Baker Street tube station.jpg,"Irony is the use of words to convey a meaning that is opposite of its literal meaning, often for humorous or emphatic effect.",black-forest-labs_FLUX.1-dev,stabilityai_stable-diffusion-3-medium-diffusers,3
40551537,2193,predict_hypernym_llama,consume.v.02,eat,[],[],"['https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Monkey_eating.jpg/800px-Monkey_eating.jpg?20090816085702', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Long-billed_Curlew_eating_sand_crab.jpg/800px-Long-billed_Curlew_eating_sand_crab.jpg?20220203193128', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Hawk_eating_prey.jpg/688px-Hawk_eating_prey.jpg?20071118231656', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Greater_bamboo_lemur_%28Prolemur_simus%29_male_eating_composite.jpg/800px-Greater_bamboo_lemur_%28Prolemur_simus%29_male_eating_composite.jpg?20190115094617', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Roundhouse_wipers.jpg/800px-Roundhouse_wipers.jpg?20111001001905']",Monkey eating.jpg,the act of consuming food for nutritional sustenance and energy.,black-forest-labs_FLUX.1-dev,stabilityai_stable-diffusion-xl-base-1.0,1
42678637,2194,simple_triplet_2parent_llama,religious_festival.n.01,yom kippur,['festival.n.01'],[],"['https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Maurycy_Gottlieb_-_Jews_Praying_in_the_Synagogue_on_Yom_Kippur.jpg/463px-Maurycy_Gottlieb_-_Jews_Praying_in_the_Synagogue_on_Yom_Kippur.jpg?20220726092628', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Yom_Kippur_War._XXXVII.jpg/800px-Yom_Kippur_War._XXXVII.jpg?20200414063125', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Yom_Kippur_War_%28G-1-4063-%D7%93%D7%A6%29.jpg/800px-Yom_Kippur_War_%28G-1-4063-%D7%93%D7%A6%29.jpg?20210124072519', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Yom_Kippur_War_Montage.png/522px-Yom_Kippur_War_Montage.png?20210502193451']",Maurycy Gottlieb - Jews Praying in the Synagogue on Yom Kippur.jpg,"a Jewish holy day observed with fasting and prayer, dedicated to atonement and repentance for sins of the past year.",black-forest-labs_FLUX.1-dev,kandinsky-community_kandinsky-3,0
