,wordnet_id,Unnamed: 0,subset,core_synset,core_lemma,hypernym_synsets,cohyponym_synsets,wikimedia_images,image_filename,definition,model_a,model_b,result
311,7606669,311,appendix,jelly_bean.n.01,jelly_bean,['candy.n.01'],"['bonbon.n.01', 'brandyball.n.01', 'brittle.n.01', 'butterscotch.n.01', 'candy_bar.n.01', 'candy_cane.n.01', 'candy_corn.n.01', 'caramel.n.01', 'carob_bar.n.01', 'cotton_candy.n.01', 'dragee.n.01', 'dragee.n.02', 'easter_egg.n.01', 'fondant.n.01', 'fudge.n.01', 'gumdrop.n.01', 'hard_candy.n.01', 'honey_crisp.n.01', 'horehound.n.02', 'jelly_bean.n.01', 'kiss.n.03', 'licorice.n.02', 'life_saver.n.01', 'lollipop.n.02', 'lozenge.n.01', 'marshmallow.n.01', 'marzipan.n.01', 'mint.n.05', 'nougat.n.01', 'nougat_bar.n.01', 'nut_bar.n.01', 'patty.n.03', 'peanut_bar.n.01', 'popcorn_ball.n.01', 'praline.n.01', 'rock_candy.n.01', 'rock_candy.n.02', 'sugar_candy.n.01', 'sugarplum.n.01', 'taffy.n.01', 'truffle.n.03', 'turkish_delight.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/JellyBellyBeans.jpg/770px-JellyBellyBeans.jpg?20070601154338', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Yellow_haribo_jelly_beans.jpg/800px-Yellow_haribo_jelly_beans.jpg?20210905221123', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Pink_haribo_jelly_beans.jpg/686px-Pink_haribo_jelly_beans.jpg?20210905221231', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Orange_haribo_jelly_beans.jpg/739px-Orange_haribo_jelly_beans.jpg?20210905220823', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Blue_haribo_jelly_beans.jpg/800px-Blue_haribo_jelly_beans.jpg?20210905220353']",JellyBellyBeans.jpg,sugar-glazed jellied candy,Tencent-Hunyuan_HunyuanDiT-v1.2-Diffusers,stabilityai_stable-diffusion-3-medium-diffusers,2.0
312,7606764,312,appendix,kiss.n.03,kiss,['candy.n.01'],"['bonbon.n.01', 'brandyball.n.01', 'brittle.n.01', 'butterscotch.n.01', 'candy_bar.n.01', 'candy_cane.n.01', 'candy_corn.n.01', 'caramel.n.01', 'carob_bar.n.01', 'cotton_candy.n.01', 'dragee.n.01', 'dragee.n.02', 'easter_egg.n.01', 'fondant.n.01', 'fudge.n.01', 'gumdrop.n.01', 'hard_candy.n.01', 'honey_crisp.n.01', 'horehound.n.02', 'jelly_bean.n.01', 'kiss.n.03', 'licorice.n.02', 'life_saver.n.01', 'lollipop.n.02', 'lozenge.n.01', 'marshmallow.n.01', 'marzipan.n.01', 'mint.n.05', 'nougat.n.01', 'nougat_bar.n.01', 'nut_bar.n.01', 'patty.n.03', 'peanut_bar.n.01', 'popcorn_ball.n.01', 'praline.n.01', 'rock_candy.n.01', 'rock_candy.n.02', 'sugar_candy.n.01', 'sugarplum.n.01', 'taffy.n.01', 'truffle.n.03', 'turkish_delight.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/El_Beso_%28Pinacoteca_de_Brera%2C_Mil%C3%A1n%2C_1859%29.jpg/481px-El_Beso_%28Pinacoteca_de_Brera%2C_Mil%C3%A1n%2C_1859%29.jpg?20111208143825', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/The_Kiss_-_Gustav_Klimt_-_Google_Cultural_Institute.jpg/597px-The_Kiss_-_Gustav_Klimt_-_Google_Cultural_Institute.jpg?20150310064134', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Smooches_%28baby_and_child_kiss%29.jpg/800px-Smooches_%28baby_and_child_kiss%29.jpg?20060120022749', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Kiss_at_backstage_%281975%29.jpg/748px-Kiss_at_backstage_%281975%29.jpg?20240313173026', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Kiss_Cracow_2019.jpg/800px-Kiss_Cracow_2019.jpg?20190619152608']","El Beso (Pinacoteca de Brera, Milán, 1859).jpg",any of several bite-sized candies,prompthero_openjourney,playgroundai_playground-v2.5-1024px-aesthetic,1.0
313,7607361,313,appendix,licorice.n.02,licorice,['candy.n.01'],"['bonbon.n.01', 'brandyball.n.01', 'brittle.n.01', 'butterscotch.n.01', 'candy_bar.n.01', 'candy_cane.n.01', 'candy_corn.n.01', 'caramel.n.01', 'carob_bar.n.01', 'cotton_candy.n.01', 'dragee.n.01', 'dragee.n.02', 'easter_egg.n.01', 'fondant.n.01', 'fudge.n.01', 'gumdrop.n.01', 'hard_candy.n.01', 'honey_crisp.n.01', 'horehound.n.02', 'jelly_bean.n.01', 'kiss.n.03', 'licorice.n.02', 'life_saver.n.01', 'lollipop.n.02', 'lozenge.n.01', 'marshmallow.n.01', 'marzipan.n.01', 'mint.n.05', 'nougat.n.01', 'nougat_bar.n.01', 'nut_bar.n.01', 'patty.n.03', 'peanut_bar.n.01', 'popcorn_ball.n.01', 'praline.n.01', 'rock_candy.n.01', 'rock_candy.n.02', 'sugar_candy.n.01', 'sugarplum.n.01', 'taffy.n.01', 'truffle.n.03', 'turkish_delight.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Illustration_Glycyrrhiza_glabra0.jpg/372px-Illustration_Glycyrrhiza_glabra0.jpg?20041029212232', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Licorice_2019_Worlds_Interview.jpg/490px-Licorice_2019_Worlds_Interview.jpg?20230131192111', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Glycyrrhiza_glabra_Y01.jpg/468px-Glycyrrhiza_glabra_Y01.jpg?20180602184903', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Glycyrrhiza_glabra_inflorescence.jpg/490px-Glycyrrhiza_glabra_inflorescence.jpg?20140128211058', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Glycyrrhiza_glabra_Y03.jpg/450px-Glycyrrhiza_glabra_Y03.jpg?20180602184941']",Illustration Glycyrrhiza glabra0.jpg,a black candy flavored with the dried root of the licorice plant,playgroundai_playground-v2.5-1024px-aesthetic,prompthero_openjourney,2.0
314,7607492,314,appendix,life_saver.n.01,Life_Saver,['candy.n.01'],"['bonbon.n.01', 'brandyball.n.01', 'brittle.n.01', 'butterscotch.n.01', 'candy_bar.n.01', 'candy_cane.n.01', 'candy_corn.n.01', 'caramel.n.01', 'carob_bar.n.01', 'cotton_candy.n.01', 'dragee.n.01', 'dragee.n.02', 'easter_egg.n.01', 'fondant.n.01', 'fudge.n.01', 'gumdrop.n.01', 'hard_candy.n.01', 'honey_crisp.n.01', 'horehound.n.02', 'jelly_bean.n.01', 'kiss.n.03', 'licorice.n.02', 'life_saver.n.01', 'lollipop.n.02', 'lozenge.n.01', 'marshmallow.n.01', 'marzipan.n.01', 'mint.n.05', 'nougat.n.01', 'nougat_bar.n.01', 'nut_bar.n.01', 'patty.n.03', 'peanut_bar.n.01', 'popcorn_ball.n.01', 'praline.n.01', 'rock_candy.n.01', 'rock_candy.n.02', 'sugar_candy.n.01', 'sugarplum.n.01', 'taffy.n.01', 'truffle.n.03', 'turkish_delight.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Life_Savers_Pep-o-mint_ad.jpg/410px-Life_Savers_Pep-o-mint_ad.jpg?20231104075108', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Life_Savers_Neons_Gummies.jpg/800px-Life_Savers_Neons_Gummies.jpg?20240609031326', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Life_Savers_Exotics_Gummies.jpg/796px-Life_Savers_Exotics_Gummies.jpg?20240704170301', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/1917_Life_Savers_ad.png/400px-1917_Life_Savers_ad.png?20141226181031', 'https://upload.wikimedia.org/wikipedia/commons/0/03/1922_Wintergreen_Life_Savers_ad.png?20141226180233']",Life Savers Pep-o-mint ad.jpg,a candy shaped like a small lifesaver,stabilityai_stable-diffusion-3-medium-diffusers,stabilityai_stable-diffusion-xl-base-1.0,2.0
315,7607605,315,appendix,lollipop.n.02,lollipop,['candy.n.01'],"['bonbon.n.01', 'brandyball.n.01', 'brittle.n.01', 'butterscotch.n.01', 'candy_bar.n.01', 'candy_cane.n.01', 'candy_corn.n.01', 'caramel.n.01', 'carob_bar.n.01', 'cotton_candy.n.01', 'dragee.n.01', 'dragee.n.02', 'easter_egg.n.01', 'fondant.n.01', 'fudge.n.01', 'gumdrop.n.01', 'hard_candy.n.01', 'honey_crisp.n.01', 'horehound.n.02', 'jelly_bean.n.01', 'kiss.n.03', 'licorice.n.02', 'life_saver.n.01', 'lollipop.n.02', 'lozenge.n.01', 'marshmallow.n.01', 'marzipan.n.01', 'mint.n.05', 'nougat.n.01', 'nougat_bar.n.01', 'nut_bar.n.01', 'patty.n.03', 'peanut_bar.n.01', 'popcorn_ball.n.01', 'praline.n.01', 'rock_candy.n.01', 'rock_candy.n.02', 'sugar_candy.n.01', 'sugarplum.n.01', 'taffy.n.01', 'truffle.n.03', 'turkish_delight.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Rock_candy_on_a_stick%2C_top_half_licked.jpg/450px-Rock_candy_on_a_stick%2C_top_half_licked.jpg?20211103102411', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Android_Lollipop_statue.jpg?20141104134615', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Lollipop_in_the_package.jpg/800px-Lollipop_in_the_package.jpg?20060315123355', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Android_Lollipop_Logo.svg/512px-Android_Lollipop_Logo.svg.png?20210301043033', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Farbenfrohe_Lollipops%2C_Austria.jpg/800px-Farbenfrohe_Lollipops%2C_Austria.jpg?20231129205735']","Rock candy on a stick, top half licked.jpg",hard candy on a stick,PixArt-alpha_PixArt-Sigma-XL-2-512-MS,stabilityai_stable-diffusion-xl-base-1.0,0.0
316,7607707,316,appendix,lozenge.n.01,lozenge,['candy.n.01'],"['bonbon.n.01', 'brandyball.n.01', 'brittle.n.01', 'butterscotch.n.01', 'candy_bar.n.01', 'candy_cane.n.01', 'candy_corn.n.01', 'caramel.n.01', 'carob_bar.n.01', 'cotton_candy.n.01', 'dragee.n.01', 'dragee.n.02', 'easter_egg.n.01', 'fondant.n.01', 'fudge.n.01', 'gumdrop.n.01', 'hard_candy.n.01', 'honey_crisp.n.01', 'horehound.n.02', 'jelly_bean.n.01', 'kiss.n.03', 'licorice.n.02', 'life_saver.n.01', 'lollipop.n.02', 'lozenge.n.01', 'marshmallow.n.01', 'marzipan.n.01', 'mint.n.05', 'nougat.n.01', 'nougat_bar.n.01', 'nut_bar.n.01', 'patty.n.03', 'peanut_bar.n.01', 'popcorn_ball.n.01', 'praline.n.01', 'rock_candy.n.01', 'rock_candy.n.02', 'sugar_candy.n.01', 'sugarplum.n.01', 'taffy.n.01', 'truffle.n.03', 'turkish_delight.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Lozenge_demo2.svg/545px-Lozenge_demo2.svg.png?20110828225257', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Lozenge_flag_of_Monaco.svg/800px-Lozenge_flag_of_Monaco.svg.png?20240212151654', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Rhombische_Schnittstelle_HQ_OpenCL_10K_20200705.png/800px-Rhombische_Schnittstelle_HQ_OpenCL_10K_20200705.png?20200705151343', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Lozenge_demo.svg/545px-Lozenge_demo.svg.png?20121111025752', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/Dame_Nellie_Melba_Lozenge.png?20230304225141']",Lozenge demo2.svg,a small aromatic or medicated candy,playgroundai_playground-v2.5-1024px-aesthetic,stabilityai_stable-diffusion-3-medium-diffusers,3.0
317,7608098,317,appendix,marshmallow.n.01,marshmallow,['candy.n.01'],"['bonbon.n.01', 'brandyball.n.01', 'brittle.n.01', 'butterscotch.n.01', 'candy_bar.n.01', 'candy_cane.n.01', 'candy_corn.n.01', 'caramel.n.01', 'carob_bar.n.01', 'cotton_candy.n.01', 'dragee.n.01', 'dragee.n.02', 'easter_egg.n.01', 'fondant.n.01', 'fudge.n.01', 'gumdrop.n.01', 'hard_candy.n.01', 'honey_crisp.n.01', 'horehound.n.02', 'jelly_bean.n.01', 'kiss.n.03', 'licorice.n.02', 'life_saver.n.01', 'lollipop.n.02', 'lozenge.n.01', 'marshmallow.n.01', 'marzipan.n.01', 'mint.n.05', 'nougat.n.01', 'nougat_bar.n.01', 'nut_bar.n.01', 'patty.n.03', 'peanut_bar.n.01', 'popcorn_ball.n.01', 'praline.n.01', 'rock_candy.n.01', 'rock_candy.n.02', 'sugar_candy.n.01', 'sugarplum.n.01', 'taffy.n.01', 'truffle.n.03', 'turkish_delight.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/White_Marshmallows.jpg/800px-White_Marshmallows.jpg?20150908135030', 'https://upload.wikimedia.org/wikipedia/commons/c/c9/Marshmallow_s_%C4%8Dokol%C3%A1dou_05.jpg?20200229203549', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Marshmallows.JPG/800px-Marshmallows.JPG?20101025015612', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Chocolate_Coated_Marshmallows_%40_Melba%E2%80%99s_Chocolate_Factory_7Aug23.jpg/800px-Chocolate_Coated_Marshmallows_%40_Melba%E2%80%99s_Chocolate_Factory_7Aug23.jpg?20230906040412', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Marshmallow-Creme.jpg/800px-Marshmallow-Creme.jpg?20130111122011']",White Marshmallows.jpg,spongy confection made of gelatin and sugar and corn syrup and dusted with powdered sugar,retrieval,prompthero_openjourney,0.0
318,7608245,318,appendix,marzipan.n.01,marzipan,['candy.n.01'],"['bonbon.n.01', 'brandyball.n.01', 'brittle.n.01', 'butterscotch.n.01', 'candy_bar.n.01', 'candy_cane.n.01', 'candy_corn.n.01', 'caramel.n.01', 'carob_bar.n.01', 'cotton_candy.n.01', 'dragee.n.01', 'dragee.n.02', 'easter_egg.n.01', 'fondant.n.01', 'fudge.n.01', 'gumdrop.n.01', 'hard_candy.n.01', 'honey_crisp.n.01', 'horehound.n.02', 'jelly_bean.n.01', 'kiss.n.03', 'licorice.n.02', 'life_saver.n.01', 'lollipop.n.02', 'lozenge.n.01', 'marshmallow.n.01', 'marzipan.n.01', 'mint.n.05', 'nougat.n.01', 'nougat_bar.n.01', 'nut_bar.n.01', 'patty.n.03', 'peanut_bar.n.01', 'popcorn_ball.n.01', 'praline.n.01', 'rock_candy.n.01', 'rock_candy.n.02', 'sugar_candy.n.01', 'sugarplum.n.01', 'taffy.n.01', 'truffle.n.03', 'turkish_delight.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Badem_ezmesi_1.JPG/800px-Badem_ezmesi_1.JPG?20151108140339', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Badem_ezmesi_2.JPG/800px-Badem_ezmesi_2.JPG?20231206033739', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Rolling_out_the_marzipan_%2811029638025%29.jpg/800px-Rolling_out_the_marzipan_%2811029638025%29.jpg?20140828194538', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Marzipanfr%C3%BCchte.jpg/450px-Marzipanfr%C3%BCchte.jpg?20050821183536', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Christmas_Marzipan_Chocolate_%28Nidar_julemarsipan%29_for_sale_at_Spar_Supermarket_in_Tj%C3%B8me%2C_Norway_2017-12-05.jpg/800px-Christmas_Marzipan_Chocolate_%28Nidar_julemarsipan%29_for_sale_at_Spar_Supermarket_in_Tj%C3%B8me%2C_Norway_2017-12-05.jpg?20171219133003']",Badem ezmesi 1.JPG,almond paste and egg whites,DeepFloyd_IF-I-XL-v1.0,kandinsky-community_kandinsky-3,3.0
319,7606278,319,appendix,mint.n.05,mint,['candy.n.01'],"['bonbon.n.01', 'brandyball.n.01', 'brittle.n.01', 'butterscotch.n.01', 'candy_bar.n.01', 'candy_cane.n.01', 'candy_corn.n.01', 'caramel.n.01', 'carob_bar.n.01', 'cotton_candy.n.01', 'dragee.n.01', 'dragee.n.02', 'easter_egg.n.01', 'fondant.n.01', 'fudge.n.01', 'gumdrop.n.01', 'hard_candy.n.01', 'honey_crisp.n.01', 'horehound.n.02', 'jelly_bean.n.01', 'kiss.n.03', 'licorice.n.02', 'life_saver.n.01', 'lollipop.n.02', 'lozenge.n.01', 'marshmallow.n.01', 'marzipan.n.01', 'mint.n.05', 'nougat.n.01', 'nougat_bar.n.01', 'nut_bar.n.01', 'patty.n.03', 'peanut_bar.n.01', 'popcorn_ball.n.01', 'praline.n.01', 'rock_candy.n.01', 'rock_candy.n.02', 'sugar_candy.n.01', 'sugarplum.n.01', 'taffy.n.01', 'truffle.n.03', 'turkish_delight.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Mint_leaves_%28Mentha_spicata%29.jpg/784px-Mint_leaves_%28Mentha_spicata%29.jpg?20210327162432', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Mentha_sp.001_-_A_Pobra_do_Carami%C3%B1al.JPG/800px-Mentha_sp.001_-_A_Pobra_do_Carami%C3%B1al.JPG?20140809162748', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Mentha_arvensis_-_p%C3%B5ldm%C3%BCnt_Keila.jpg/427px-Mentha_arvensis_-_p%C3%B5ldm%C3%BCnt_Keila.jpg?20160929054456', 'https://upload.wikimedia.org/wikipedia/commons/5/58/Menthe_aromatique.JPG?20070604174212', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Mint_in_Cylinder.jpg/449px-Mint_in_Cylinder.jpg?20220509024858']",Mint leaves (Mentha spicata).jpg,a candy that is flavored with a mint oil,runwayml_stable-diffusion-v1-5,playgroundai_playground-v2.5-1024px-aesthetic,1.0
320,7608339,320,appendix,nougat.n.01,nougat,['candy.n.01'],"['bonbon.n.01', 'brandyball.n.01', 'brittle.n.01', 'butterscotch.n.01', 'candy_bar.n.01', 'candy_cane.n.01', 'candy_corn.n.01', 'caramel.n.01', 'carob_bar.n.01', 'cotton_candy.n.01', 'dragee.n.01', 'dragee.n.02', 'easter_egg.n.01', 'fondant.n.01', 'fudge.n.01', 'gumdrop.n.01', 'hard_candy.n.01', 'honey_crisp.n.01', 'horehound.n.02', 'jelly_bean.n.01', 'kiss.n.03', 'licorice.n.02', 'life_saver.n.01', 'lollipop.n.02', 'lozenge.n.01', 'marshmallow.n.01', 'marzipan.n.01', 'mint.n.05', 'nougat.n.01', 'nougat_bar.n.01', 'nut_bar.n.01', 'patty.n.03', 'peanut_bar.n.01', 'popcorn_ball.n.01', 'praline.n.01', 'rock_candy.n.01', 'rock_candy.n.02', 'sugar_candy.n.01', 'sugarplum.n.01', 'taffy.n.01', 'truffle.n.03', 'turkish_delight.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Bruges_Belgium_Belgian-Nougat-01.jpg/800px-Bruges_Belgium_Belgian-Nougat-01.jpg?20140804194713', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Nougat%2C_%C5%93uvre_de_Katja_Schenker._Cimeti%C3%A8re_des_Rois%2C_Gen%C3%A8ve.jpg/800px-Nougat%2C_%C5%93uvre_de_Katja_Schenker._Cimeti%C3%A8re_des_Rois%2C_Gen%C3%A8ve.jpg?20161205205638', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Nougat.jpg/653px-Nougat.jpg?20090611192009', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Nougat_%40_Melba%E2%80%99s_Chocolate_Factory_7Aug2023.jpg/800px-Nougat_%40_Melba%E2%80%99s_Chocolate_Factory_7Aug2023.jpg?20230906040416', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Nougat_artisanal.JPG/800px-Nougat_artisanal.JPG?20121204141736']",Bruges Belgium Belgian-Nougat-01.jpg,nuts or fruit pieces in a sugar paste,playgroundai_playground-v2.5-1024px-aesthetic,stabilityai_stable-diffusion-xl-base-1.0,2.0
321,7608429,321,appendix,nougat_bar.n.01,nougat_bar,['candy.n.01'],"['bonbon.n.01', 'brandyball.n.01', 'brittle.n.01', 'butterscotch.n.01', 'candy_bar.n.01', 'candy_cane.n.01', 'candy_corn.n.01', 'caramel.n.01', 'carob_bar.n.01', 'cotton_candy.n.01', 'dragee.n.01', 'dragee.n.02', 'easter_egg.n.01', 'fondant.n.01', 'fudge.n.01', 'gumdrop.n.01', 'hard_candy.n.01', 'honey_crisp.n.01', 'horehound.n.02', 'jelly_bean.n.01', 'kiss.n.03', 'licorice.n.02', 'life_saver.n.01', 'lollipop.n.02', 'lozenge.n.01', 'marshmallow.n.01', 'marzipan.n.01', 'mint.n.05', 'nougat.n.01', 'nougat_bar.n.01', 'nut_bar.n.01', 'patty.n.03', 'peanut_bar.n.01', 'popcorn_ball.n.01', 'praline.n.01', 'rock_candy.n.01', 'rock_candy.n.02', 'sugar_candy.n.01', 'sugarplum.n.01', 'taffy.n.01', 'truffle.n.03', 'turkish_delight.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Salted-Nut-Roll-Split.jpg/800px-Salted-Nut-Roll-Split.jpg?20101212222311', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Two_bars_of_nougat.jpg/710px-Two_bars_of_nougat.jpg?20211021022425', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Strawberry_nougat-bar.jpg/800px-Strawberry_nougat-bar.jpg?20201208182241', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Nougat_artisanal.JPG/800px-Nougat_artisanal.JPG?20121204141736', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Nougats-Prague.jpg/800px-Nougats-Prague.jpg?20100826125258']",Salted-Nut-Roll-Split.jpg,a bar of nougat candy often dipped in chocolate,stabilityai_stable-diffusion-3-medium-diffusers,stabilityai_stable-diffusion-xl-base-1.0,2.0
322,7608533,322,appendix,nut_bar.n.01,nut_bar,['candy.n.01'],"['bonbon.n.01', 'brandyball.n.01', 'brittle.n.01', 'butterscotch.n.01', 'candy_bar.n.01', 'candy_cane.n.01', 'candy_corn.n.01', 'caramel.n.01', 'carob_bar.n.01', 'cotton_candy.n.01', 'dragee.n.01', 'dragee.n.02', 'easter_egg.n.01', 'fondant.n.01', 'fudge.n.01', 'gumdrop.n.01', 'hard_candy.n.01', 'honey_crisp.n.01', 'horehound.n.02', 'jelly_bean.n.01', 'kiss.n.03', 'licorice.n.02', 'life_saver.n.01', 'lollipop.n.02', 'lozenge.n.01', 'marshmallow.n.01', 'marzipan.n.01', 'mint.n.05', 'nougat.n.01', 'nougat_bar.n.01', 'nut_bar.n.01', 'patty.n.03', 'peanut_bar.n.01', 'popcorn_ball.n.01', 'praline.n.01', 'rock_candy.n.01', 'rock_candy.n.02', 'sugar_candy.n.01', 'sugarplum.n.01', 'taffy.n.01', 'truffle.n.03', 'turkish_delight.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Nut-Goodie-Bar.jpg/800px-Nut-Goodie-Bar.jpg?20101212220836', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/2021-01-09_15_06_34_A_Kellogg%27s_Special_K_Chocolate_Cherry_Nut_Protein_Snack_Bar_in_the_Dulles_section_of_Sterling%2C_Loudoun_County%2C_Virginia.jpg/800px-2021-01-09_15_06_34_A_Kellogg%27s_Special_K_Chocolate_Cherry_Nut_Protein_Snack_Bar_in_the_Dulles_section_of_Sterling%2C_Loudoun_County%2C_Virginia.jpg?20210110165837', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/2021-01-09_15_08_26_A_Kellogg%27s_Special_K_Chocolate_Cherry_Nut_Protein_Snack_Bar_in_the_Dulles_section_of_Sterling%2C_Loudoun_County%2C_Virginia.jpg/800px-2021-01-09_15_08_26_A_Kellogg%27s_Special_K_Chocolate_Cherry_Nut_Protein_Snack_Bar_in_the_Dulles_section_of_Sterling%2C_Loudoun_County%2C_Virginia.jpg?20210110165837', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/2021-01-09_15_05_38_A_Kellogg%27s_Special_K_Chocolate_Cherry_Nut_Protein_Snack_Bar_in_the_Dulles_section_of_Sterling%2C_Loudoun_County%2C_Virginia.jpg/450px-2021-01-09_15_05_38_A_Kellogg%27s_Special_K_Chocolate_Cherry_Nut_Protein_Snack_Bar_in_the_Dulles_section_of_Sterling%2C_Loudoun_County%2C_Virginia.jpg?20210110165837', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Date_nut_bars.jpg/800px-Date_nut_bars.jpg?20051222010811']",Nut-Goodie-Bar.jpg,paste of nuts and sugar on a pastry base cut into bars,runwayml_stable-diffusion-v1-5,stabilityai_sdxl-turbo,0.0
323,7599468,323,appendix,patty.n.03,patty,['candy.n.01'],"['bonbon.n.01', 'brandyball.n.01', 'brittle.n.01', 'butterscotch.n.01', 'candy_bar.n.01', 'candy_cane.n.01', 'candy_corn.n.01', 'caramel.n.01', 'carob_bar.n.01', 'cotton_candy.n.01', 'dragee.n.01', 'dragee.n.02', 'easter_egg.n.01', 'fondant.n.01', 'fudge.n.01', 'gumdrop.n.01', 'hard_candy.n.01', 'honey_crisp.n.01', 'horehound.n.02', 'jelly_bean.n.01', 'kiss.n.03', 'licorice.n.02', 'life_saver.n.01', 'lollipop.n.02', 'lozenge.n.01', 'marshmallow.n.01', 'marzipan.n.01', 'mint.n.05', 'nougat.n.01', 'nougat_bar.n.01', 'nut_bar.n.01', 'patty.n.03', 'peanut_bar.n.01', 'popcorn_ball.n.01', 'praline.n.01', 'rock_candy.n.01', 'rock_candy.n.02', 'sugar_candy.n.01', 'sugarplum.n.01', 'taffy.n.01', 'truffle.n.03', 'turkish_delight.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Big_Mac_hamburger.jpg/694px-Big_Mac_hamburger.jpg?20140901052922', 'https://upload.wikimedia.org/wikipedia/commons/5/52/Hamburger_patty.jpg?20060703051119', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Patty_Wu_with_Wacoal_Sports_bra_2012-06-16.jpg/399px-Patty_Wu_with_Wacoal_Sports_bra_2012-06-16.jpg?20130125175519', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Burger_Ayam_Crispy.jpg/800px-Burger_Ayam_Crispy.jpg?20210129143435', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Patty_with_mayonnaise.jpg/462px-Patty_with_mayonnaise.jpg?20210220024931']",Big Mac hamburger.jpg,round flat candy,Tencent-Hunyuan_HunyuanDiT-v1.2-Diffusers,stabilityai_stable-diffusion-3-medium-diffusers,0.0
