wordnet_id,Unnamed: 0,subset,core_synset,core_lemma,hypernym_synsets,cohyponym_synsets,wikimedia_images,image_filename,definition,model_1,model_2,assessor_alina
485081,442,appendix,hopscotch.n.01,hopscotch,"[""child's_game.n.01""]","[""blindman's_bluff.n.01"", ""cat's_cradle.n.01"", 'cat_and_mouse.n.01', 'hide-and-seek.n.01', 'hopscotch.n.01', 'jacks.n.01', 'jackstraws.n.01', 'jump_rope.n.02', 'leapfrog.n.02', 'marbles.n.01', 'mumblety-peg.n.01', 'musical_chairs.n.01', 'peekaboo.n.01', 'pillow_fight.n.01', 'post_office.n.03', 'spin_the_bottle.n.01', 'spin_the_plate.n.01', 'tag.n.04', 'tiddlywinks.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/3_Ghanaian_young_men_play_Tumatu.jpg/784px-3_Ghanaian_young_men_play_Tumatu.jpg?20190224081550', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Hopscotch_stones.JPG/800px-Hopscotch_stones.JPG?20160213175806', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Hopscotch_Kilt.jpg/450px-Hopscotch_Kilt.jpg?20121013210932', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/%C8%98otron_%28Hopscotch%29.png/300px-%C8%98otron_%28Hopscotch%29.png?20140805141554', 'https://upload.wikimedia.org/wikipedia/commons/a/ab/Hopscotch_with_rock.jpg?20121013211250']",3 Ghanaian young men play Tumatu.jpg,a game in which a child tosses a stone into an area drawn on the ground and then hops through it and back to regain the stone,black-forest-labs_FLUX.1-dev,playgroundai_playground-v2.5-1024px-aesthetic,1
485262,443,appendix,jacks.n.01,jacks,"[""child's_game.n.01""]","[""blindman's_bluff.n.01"", ""cat's_cradle.n.01"", 'cat_and_mouse.n.01', 'hide-and-seek.n.01', 'hopscotch.n.01', 'jacks.n.01', 'jackstraws.n.01', 'jump_rope.n.02', 'leapfrog.n.02', 'marbles.n.01', 'mumblety-peg.n.01', 'musical_chairs.n.01', 'peekaboo.n.01', 'pillow_fight.n.01', 'post_office.n.03', 'spin_the_bottle.n.01', 'spin_the_plate.n.01', 'tag.n.04', 'tiddlywinks.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Jack_Johnson_2014.jpg/400px-Jack_Johnson_2014.jpg?20141113062049', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/JackDelanolocomotiveshop.jpg/437px-JackDelanolocomotiveshop.jpg?20090521161917', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Maori_Children_playing_Knucklebones%3B_Gottfried_Lindauer_%281907%29.jpg?20201122000103', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Jacks%2C_Samuel_-_Unit-_61st_Infantry%2C_Company-_H_-_Enlistment_Rank-_Pvt%2C_Discharge_Rank-_Pvt_-_DPLA_-_c1f141051bb2a1ebd5402f060842c7da.jpg/261px-Jacks%2C_Samuel_-_Unit-_61st_Infantry%2C_Company-_H_-_Enlistment_Rank-_Pvt%2C_Discharge_Rank-_Pvt_-_DPLA_-_c1f141051bb2a1ebd5402f060842c7da.jpg?20201125013136', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Jacks%2C_Hiram_M_-_Unit-_87th_Infantry%2C_Company-_A_-_Enlistment_Rank-_Pvt%2C_Discharge_Rank-_Corp_-_DPLA_-_9cc8ba7b41c0e2eeba236175dd3dc320.jpg/255px-Jacks%2C_Hiram_M_-_Unit-_87th_Infantry%2C_Company-_A_-_Enlistment_Rank-_Pvt%2C_Discharge_Rank-_Corp_-_DPLA_-_9cc8ba7b41c0e2eeba236175dd3dc320.jpg?20201123144338']",Jack Johnson 2014.jpg,a game in which jackstones are thrown and picked up in various groups between bounces of a small rubber ball,DeepFloyd_IF-I-XL-v1.0,black-forest-labs_FLUX.1-dev,3
485450,444,appendix,jackstraws.n.01,jackstraws,"[""child's_game.n.01""]","[""blindman's_bluff.n.01"", ""cat's_cradle.n.01"", 'cat_and_mouse.n.01', 'hide-and-seek.n.01', 'hopscotch.n.01', 'jacks.n.01', 'jackstraws.n.01', 'jump_rope.n.02', 'leapfrog.n.02', 'marbles.n.01', 'mumblety-peg.n.01', 'musical_chairs.n.01', 'peekaboo.n.01', 'pillow_fight.n.01', 'post_office.n.03', 'spin_the_bottle.n.01', 'spin_the_plate.n.01', 'tag.n.04', 'tiddlywinks.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Dukim1952.jpg/800px-Dukim1952.jpg?20110109135637', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Pick_up_sticks_1.JPG/800px-Pick_up_sticks_1.JPG?20151120053810', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Pick_up_sticks.JPG/337px-Pick_up_sticks.JPG?20151120053814', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Pick-up_sticks.jpg?20110129004520', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/Jeu_de_mikado.jpg?20090210222745']",Dukim1952.jpg,a game in which players try to pick each jackstraw (or spillikin) off of a pile without moving any of the others,playgroundai_playground-v2.5-1024px-aesthetic,black-forest-labs_FLUX.1-dev,1
485632,445,appendix,jump_rope.n.02,jump_rope,"['cardiopulmonary_exercise.n.01', ""child's_game.n.01""]","['aerobics.n.01', 'conditioner.n.01', 'jogging.n.01', 'jump_rope.n.02', 'power_walking.n.01', ""blindman's_bluff.n.01"", ""cat's_cradle.n.01"", 'cat_and_mouse.n.01', 'hide-and-seek.n.01', 'hopscotch.n.01', 'jacks.n.01', 'jackstraws.n.01', 'jump_rope.n.02', 'leapfrog.n.02', 'marbles.n.01', 'mumblety-peg.n.01', 'musical_chairs.n.01', 'peekaboo.n.01', 'pillow_fight.n.01', 'post_office.n.03', 'spin_the_bottle.n.01', 'spin_the_plate.n.01', 'tag.n.04', 'tiddlywinks.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Ghanaian_kid_%28skipping_rope%29_06_%28cropped%29.jpg/384px-Ghanaian_kid_%28skipping_rope%29_06_%28cropped%29.jpg?20210205104254', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Ghanaian_kid_%28skipping_rope%29_02.jpg/400px-Ghanaian_kid_%28skipping_rope%29_02.jpg?20190311131431', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Ghanaian_kid_%28skipping_rope%29_03.jpg/400px-Ghanaian_kid_%28skipping_rope%29_03.jpg?20190311131431', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Skipping_rope_agesuit_altersanzug_alterssimulationsanzug_ageexplorer_gundolf_meyer-hentschel.jpg/800px-Skipping_rope_agesuit_altersanzug_alterssimulationsanzug_ageexplorer_gundolf_meyer-hentschel.jpg?20191222192724', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Jump_Rope_Field.jpg/800px-Jump_Rope_Field.jpg?20210323042912']",Ghanaian kid (skipping rope) 06 (cropped).jpg,a child's game or a cardiopulmonary exercise in which the player jumps over a swinging rope,black-forest-labs_FLUX.1-dev,stabilityai_stable-diffusion-3-medium-diffusers,1
2896442,459,appendix,breeches.n.01,breeches,['trouser.n.01'],"['bellbottom_trousers.n.01', 'breeches.n.01', 'chino.n.01', 'churidars.n.01', 'cords.n.01', 'flannel.n.03', 'jean.n.01', 'jodhpurs.n.01', 'long_trousers.n.01', 'pajama.n.01', 'pantaloon.n.03', 'pedal_pusher.n.01', 'salwar.n.01', 'short_pants.n.01', 'slacks.n.01', 'stretch_pants.n.01', 'sweat_pants.n.01', 'trews.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Breeches.jpg/429px-Breeches.jpg?20141215151737', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Breeches_%28AM_1973.193-6%29.jpg/800px-Breeches_%28AM_1973.193-6%29.jpg?20180123134820', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Breeches_%28AM_740847-5%29.jpg/800px-Breeches_%28AM_740847-5%29.jpg?20180128142443', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Breeches_%28AM_740682-5%29.jpg/800px-Breeches_%28AM_740682-5%29.jpg?20180106143700', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Breeches_%28AM_1973.193-2%29.jpg/400px-Breeches_%28AM_1973.193-2%29.jpg?20180123134708']",Breeches.jpg,trousers ending above the knee,kandinsky-community_kandinsky-3,black-forest-labs_FLUX.1-dev,4
3600285,465,appendix,jodhpurs.n.01,jodhpurs,['trouser.n.01'],"['bellbottom_trousers.n.01', 'breeches.n.01', 'chino.n.01', 'churidars.n.01', 'cords.n.01', 'flannel.n.03', 'jean.n.01', 'jodhpurs.n.01', 'long_trousers.n.01', 'pajama.n.01', 'pantaloon.n.03', 'pedal_pusher.n.01', 'salwar.n.01', 'short_pants.n.01', 'slacks.n.01', 'stretch_pants.n.01', 'sweat_pants.n.01', 'trews.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Jodhpurs_%28PSF%29.png/700px-Jodhpurs_%28PSF%29.png?20080325223820', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Bertrand_Blanchard_Acosta_in_jodhpurs_and_goggles.tif/lossy-page1-414px-Bertrand_Blanchard_Acosta_in_jodhpurs_and_goggles.tif.jpg?20150415172921', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Jodhpurs_%28AM_1990.19-6%29.jpg/800px-Jodhpurs_%28AM_1990.19-6%29.jpg?20180123124615', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Jodhpurs_%28AM_1990.19-5%29.jpg/800px-Jodhpurs_%28AM_1990.19-5%29.jpg?20180123124419', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Jodhpurs_%28AM_1997.15.17-1%29.jpg/395px-Jodhpurs_%28AM_1997.15.17-1%29.jpg?20180108033754']",Jodhpurs (PSF).png,flared trousers ending at the calves; worn with riding boots,black-forest-labs_FLUX.1-dev,stabilityai_stable-diffusion-xl-base-1.0,3
4370288,474,appendix,sweat_pants.n.01,sweat_pants,['trouser.n.01'],"['bellbottom_trousers.n.01', 'breeches.n.01', 'chino.n.01', 'churidars.n.01', 'cords.n.01', 'flannel.n.03', 'jean.n.01', 'jodhpurs.n.01', 'long_trousers.n.01', 'pajama.n.01', 'pantaloon.n.03', 'pedal_pusher.n.01', 'salwar.n.01', 'short_pants.n.01', 'slacks.n.01', 'stretch_pants.n.01', 'sweat_pants.n.01', 'trews.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Track_suit_trousers.tif/lossy-page1-428px-Track_suit_trousers.tif.jpg?20160209152132', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Tracksuit_bottoms.jpg/329px-Tracksuit_bottoms.jpg?20210824075511', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Sweatpants.jpg/487px-Sweatpants.jpg?20080630031433', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Tracksuit_pants_%28AM_2017.66.26-9%29.jpg/800px-Tracksuit_pants_%28AM_2017.66.26-9%29.jpg?20191030181712', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Tracksuit_pants_%28AM_2017.66.26-4%29.jpg/198px-Tracksuit_pants_%28AM_2017.66.26-4%29.jpg?20191030181606']",Track suit trousers.tif,loose-fitting trousers with elastic cuffs; worn by athletes,black-forest-labs_FLUX.1-dev,Tencent-Hunyuan_HunyuanDiT-v1.2-Diffusers,3
4480303,475,appendix,trews.n.01,trews,['trouser.n.01'],"['bellbottom_trousers.n.01', 'breeches.n.01', 'chino.n.01', 'churidars.n.01', 'cords.n.01', 'flannel.n.03', 'jean.n.01', 'jodhpurs.n.01', 'long_trousers.n.01', 'pajama.n.01', 'pantaloon.n.03', 'pedal_pusher.n.01', 'salwar.n.01', 'short_pants.n.01', 'slacks.n.01', 'stretch_pants.n.01', 'sweat_pants.n.01', 'trews.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Sir_John_Sinclair.jpeg/383px-Sir_John_Sinclair.jpeg?20161128170353', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Trews_Weir%2C_exeter_-_geograph.org.uk_-_3361435.jpg?20220404100329', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Trews_Weir_on_River_Exe_-_geograph.org.uk_-_5996804.jpg/800px-Trews_Weir_on_River_Exe_-_geograph.org.uk_-_5996804.jpg?20231225132556', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/River_Exe_at_Trews_Weir_-_geograph.org.uk_-_4398098.jpg/800px-River_Exe_at_Trews_Weir_-_geograph.org.uk_-_4398098.jpg?20230209135032', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Heron_at_Trews_Weir_-_geograph.org.uk_-_2618903.jpg?20210913144016']",Sir John Sinclair.jpeg,tight-fitting trousers; usually of tartan,black-forest-labs_FLUX.1-dev,Tencent-Hunyuan_HunyuanDiT-v1.2-Diffusers,3
3467517,476,appendix,guitar.n.01,guitar,['stringed_instrument.n.01'],"['banjo.n.01', 'bowed_stringed_instrument.n.01', 'chordophone.n.01', 'clavichord.n.01', 'clavier.n.02', 'dulcimer.n.01', 'guitar.n.01', 'koto.n.01', 'piano.n.01', 'psaltery.n.01', 'samisen.n.01', 'sitar.n.01', 'zither.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Vienna_-_Double_guitar_Paris_1690_-_9606.jpg/400px-Vienna_-_Double_guitar_Paris_1690_-_9606.jpg?20130924142910', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Guitar_May_2009-1.jpg/417px-Guitar_May_2009-1.jpg?20090521140813', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Acoustic_guitar_numbered.svg/435px-Acoustic_guitar_numbered.svg.png?20150113131022', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Mexican_guitars_and_toys.jpg/753px-Mexican_guitars_and_toys.jpg?20170730063458', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Man_playing_an_acoustic_brazilian_guitar_%28Viol%C3%A3o%29_on_Marco_Zero_Square%2C_Refice%2C_Pernambuco%2C_Brazil.jpg/800px-Man_playing_an_acoustic_brazilian_guitar_%28Viol%C3%A3o%29_on_Marco_Zero_Square%2C_Refice%2C_Pernambuco%2C_Brazil.jpg?20200126184354']",Vienna - Double guitar Paris 1690 - 9606.jpg,a stringed instrument usually having six strings; played by strumming or plucking,kandinsky-community_kandinsky-3,black-forest-labs_FLUX.1-dev,2
3035832,479,appendix,cittern.n.01,cittern,['guitar.n.01'],"['acoustic_guitar.n.01', 'bass_guitar.n.01', 'cittern.n.01', 'electric_guitar.n.01', 'hawaiian_guitar.n.01', 'uke.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Cistre%2C_s._XVI%2C_MDMB_331.jpg/336px-Cistre%2C_s._XVI%2C_MDMB_331.jpg?20150219203832', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Cittern_ca._1685_Joachim_Tielke_back.jpg/450px-Cittern_ca._1685_Joachim_Tielke_back.jpg?20220728101559', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Cittern_ca._1685_Joachim_Tielke_01.jpg/449px-Cittern_ca._1685_Joachim_Tielke_01.jpg?20220728101559', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Cittern_MET_DP163299.jpg/450px-Cittern_MET_DP163299.jpg?20170409185235', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Cittern_MET_DP163302.jpg/450px-Cittern_MET_DP163302.jpg?20170409185233']","Cistre, s. XVI, MDMB 331.jpg",a 16th century musical instrument resembling a guitar with a pear-shaped soundbox and wire strings,black-forest-labs_FLUX.1-dev,stabilityai_stable-diffusion-xl-base-1.0,2
14881303,487,predict_hypernym,glass.n.01,glass,['solid.n.01'],"['crystal.n.01', 'dry_ice.n.01', 'food.n.02', 'plastic.n.01', 'powder.n.01', 'precipitate.n.01', 'vitrification.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Colorful_bottle.jpg/800px-Colorful_bottle.jpg?20050705092031', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Glass_Beach_Fort_Bragg_2.jpg/800px-Glass_Beach_Fort_Bragg_2.jpg?20080325185421', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Fassade_Wilhelmstrasse_65%2C_Berlin-Mitte%2C_160417%2C_ako.jpg/800px-Fassade_Wilhelmstrasse_65%2C_Berlin-Mitte%2C_160417%2C_ako.jpg?20160419050516', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Life_Saint-Austremoine_Issoire_bottom_n2.jpg/611px-Life_Saint-Austremoine_Issoire_bottom_n2.jpg?20061208095211', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Sunlight_on_the_curved_honeycomb_glass_fa%C3%A7ade_of_the_hotel_Andaz_mixed_with_interior_lighting_at_sunset_in_Singapore.jpg/750px-Sunlight_on_the_curved_honeycomb_glass_fa%C3%A7ade_of_the_hotel_Andaz_mixed_with_interior_lighting_at_sunset_in_Singapore.jpg?20181221020957']",Colorful bottle.jpg,a brittle transparent solid with irregular atomic structure,black-forest-labs_FLUX.1-dev,playgroundai_playground-v2.5-1024px-aesthetic,2
14872697,489,predict_hypernym,foam.n.02,foam,['material.n.01'],"['abrasive.n.01', 'adhesive_material.n.01', 'aggregate.n.02', 'ammunition.n.02', 'animal_material.n.01', 'atom.n.02', 'ballast.n.01', 'bedding_material.n.01', 'bimetal.n.01', 'builder.n.01', 'chemical.n.01', 'coloring_material.n.01', 'composite_material.n.01', 'conductor.n.02', 'contaminant.n.01', 'detritus.n.02', 'diamagnet.n.01', 'discharge.n.03', 'dust.n.03', 'earth.n.02', 'elastomer.n.01', 'fiber.n.01', 'filling.n.01', 'floccule.n.01', 'fluff.n.01', 'hazmat.n.01', 'homogenate.n.01', 'humate.n.01', 'impregnation.n.01', 'insulator.n.01', 'mineral.n.01', 'packing_material.n.01', 'paper.n.01', 'particulate.n.01', 'plant_material.n.01', 'precursor.n.01', 'radioactive_material.n.01', 'raw_material.n.01', 'rind.n.01', 'rock.n.02', 'sealing_material.n.01', 'sorbate.n.01', 'sorbent.n.01', 'thickening.n.01', 'toner.n.02', 'transparent_substance.n.01', 'undercut.n.01', 'vernix.n.01', 'wad.n.01', 'waste.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Foam_-_big.jpg/457px-Foam_-_big.jpg?20041117182147', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Solid-polymeric-foam.jpg/800px-Solid-polymeric-foam.jpg?20191213124523', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/R%C3%B8m%C3%B8_beach_foam.jpg/800px-R%C3%B8m%C3%B8_beach_foam.jpg?20230424153131', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/299_%C5%9Ca%C5%ADmo.svg/512px-299_%C5%9Ca%C5%ADmo.svg.png?20230113150629', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/300_%C5%9Ca%C5%ADmo.svg/512px-300_%C5%9Ca%C5%ADmo.svg.png?20230113150944']",Foam - big.jpg,a lightweight material in cellular form; made by introducing gas bubbles during manufacture,stabilityai_sdxl-turbo,black-forest-labs_FLUX.1-dev,4
582388,493,predict_hypernym,occupation.n.01,occupation,['activity.n.01'],"['acting.n.01', 'aid.n.02', 'attempt.n.01', 'behavior.n.01', 'behavior.n.04', 'burst.n.03', 'buzz.n.02', 'calibration.n.01', 'ceremony.n.02', 'ceremony.n.03', 'concealment.n.03', 'continuance.n.01', 'control.n.05', 'creation.n.01', 'cup_of_tea.n.01', 'demand.n.04', 'dismantling.n.01', 'diversion.n.01', 'domesticity.n.02', 'education.n.01', 'energizing.n.01', 'enjoyment.n.02', 'follow-up.n.02', 'fun.n.03', 'game.n.01', 'grouping.n.02', 'lamentation.n.02', 'last.n.03', 'laughter.n.02', 'leadership.n.01', 'liveliness.n.01', 'market.n.01', 'measurement.n.01', 'music.n.03', 'mystification.n.03', 'negotiation.n.02', 'occupation.n.03', 'operation.n.03', 'operation.n.05', 'operation.n.11', 'organization.n.06', 'perturbation.n.03', 'placement.n.03', 'pleasure.n.04', 'politics.n.05', 'practice.n.01', 'precession.n.02', 'preparation.n.01', 'procedure.n.01', 'protection.n.01', 'provision.n.02', 'puncture.n.03', 'release.n.09', 'representation.n.10', 'role.n.04', 'search.n.01', 'sensory_activity.n.01', 'service.n.11', 'sin.n.06', 'solo.n.01', 'space_walk.n.01', 'support.n.01', 'support.n.08', 'timekeeping.n.01', 'training.n.01', 'turn.n.03', 'use.n.01', 'variation.n.02', 'verbalization.n.02', 'waste.n.02', 'work.n.01', 'works.n.03', 'worship.n.01', 'writing.n.05', 'wrongdoing.n.02']","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Gaza_envelope_after_coordinated_surprise_offensive_on_Israel%2C_October_2023_%28KBG_GPO05%29.jpg/800px-Gaza_envelope_after_coordinated_surprise_offensive_on_Israel%2C_October_2023_%28KBG_GPO05%29.jpg?20231015124904', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/France_1871_map_with_german_occupation_borders.png/600px-France_1871_map_with_german_occupation_borders.png?20220722225830', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/1919_Temesvar_Occupation_roumaine_30fill%C3%A9r.jpg?20130505150428', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Coat_of_arms_of_Melitopol_%28Russian_occupation_2022%29.svg/449px-Coat_of_arms_of_Melitopol_%28Russian_occupation_2022%29.svg.png?20220914124645', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Pah_Wongso%27s_Japanese_occupation_registration_card.jpg/443px-Pah_Wongso%27s_Japanese_occupation_registration_card.jpg?20141018162933']","Gaza envelope after coordinated surprise offensive on Israel, October 2023 (KBG GPO05).jpg",the principal activity in your life that you do to earn money,black-forest-labs_FLUX.1-dev,PixArt-alpha_PixArt-Sigma-XL-2-512-MS,3
10449664,494,simple_triplet_2parent,policyholder.n.01,policyholder,"['customer.n.01', 'holder.n.02']","['buyer.n.01', 'guest.n.03', 'patron.n.01', 'shopper.n.01', 'spender.n.03', 'subscriber.n.02', 'taker.n.01', 'warrantee.n.02', 'whoremaster.n.01', 'bondholder.n.01', 'cardholder.n.01', 'cardholder.n.02', 'incumbent.n.01', 'jobholder.n.01', 'landowner.n.01', 'leaseholder.n.01', 'mortgagee.n.01', 'officeholder.n.01', 'policyholder.n.01', 'slaveholder.n.01', 'tenant.n.02', 'ticket_holder.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Coast_review_%281910%29_%2814760820941%29.jpg/800px-Coast_review_%281910%29_%2814760820941%29.jpg?20151005143637', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Standardizovan%C3%BD_ukazatel_n%C3%A1kladovosti_-_Imgur.png/800px-Standardizovan%C3%BD_ukazatel_n%C3%A1kladovosti_-_Imgur.png?20191030110744', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Alfa_insurance_logo.png/798px-Alfa_insurance_logo.png?20190909074540', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Sanborn_Fire_Insurance_Map_from_Cleburne%2C_Johnson_County%2C_Texas%2C_1904%2C_Plate_0009.jpg/505px-Sanborn_Fire_Insurance_Map_from_Cleburne%2C_Johnson_County%2C_Texas%2C_1904%2C_Plate_0009.jpg?20231230152952', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Sanborn_Fire_Insurance_Map_from_Salem%2C_Salem_County%2C_New_Jersey%2C_1923%2C_Plate_0019.jpg/505px-Sanborn_Fire_Insurance_Map_from_Salem%2C_Salem_County%2C_New_Jersey%2C_1923%2C_Plate_0019.jpg?20231231194625']",Coast review (1910) (14760820941).jpg,"a person who holds an insurance policy; usually, the client in whose name an insurance policy is written",black-forest-labs_FLUX.1-dev,playgroundai_playground-v2.5-1024px-aesthetic,1
